series,state,year,month,rate
LASST420000000000003,42,2013,07,7
LASST420000000000003,42,2013,08,6.9
LASST420000000000003,42,2013,09,6.8
LASST420000000000003,42,2013,10,6.7
LASST420000000000003,42,2013,11,6.6
LASST420000000000003,42,2013,12,6.5
LASST420000000000003,42,2014,01,6.3
LASST420000000000003,42,2014,02,6.2
LASST420000000000003,42,2014,03,6.1
LASST420000000000003,42,2014,04,6
LASST420000000000003,42,2014,05,5.9
LASST420000000000003,42,2014,06,5.7
LASST420000000000003,42,2014,07,5.5
LASST420000000000003,42,2014,08,5.4
LASST420000000000003,42,2014,09,5.3
LASST420000000000003,42,2014,10,5.2
LASST420000000000003,42,2014,11,5.1
LASST420000000000003,42,2014,12,5
LASST420000000000003,42,2015,01,5.1
LASST420000000000003,42,2015,02,5.2
LASST420000000000003,42,2015,03,5.3
LASST420000000000003,42,2015,04,5.3
LASST420000000000003,42,2015,05,5.4
LASST420000000000003,42,2015,06,5.4
LASST420000000000003,42,2015,07,5.4
LASST420000000000003,42,2015,08,5.4
LASST420000000000003,42,2015,09,5.3
LASST440000000000003,44,2006,01,5.1
LASST440000000000003,44,2006,02,5
LASST440000000000003,44,2006,03,5
LASST440000000000003,44,2006,04,5
LASST440000000000003,44,2006,05,4.9
LASST440000000000003,44,2006,06,4.9
LASST440000000000003,44,2006,07,4.9
LASST440000000000003,44,2006,08,4.9
LASST440000000000003,44,2006,09,4.9
LASST440000000000003,44,2006,10,4.8
LASST440000000000003,44,2006,11,4.8
LASST440000000000003,44,2006,12,4.8
LASST440000000000003,44,2007,01,4.8
LASST440000000000003,44,2007,02,4.7
LASST440000000000003,44,2007,03,4.8
LASST440000000000003,44,2007,04,4.8
LASST440000000000003,44,2007,05,4.9
LASST440000000000003,44,2007,06,5
LASST440000000000003,44,2007,07,5.2
LASST440000000000003,44,2007,08,5.3
LASST440000000000003,44,2007,09,5.5
LASST440000000000003,44,2007,10,5.7
LASST440000000000003,44,2007,11,5.9
LASST440000000000003,44,2007,12,6.1
LASST440000000000003,44,2008,01,6.3
LASST440000000000003,44,2008,02,6.5
LASST440000000000003,44,2008,03,6.7
LASST440000000000003,44,2008,04,7
LASST440000000000003,44,2008,05,7.2
LASST440000000000003,44,2008,06,7.5
LASST440000000000003,44,2008,07,7.8
LASST440000000000003,44,2008,08,8.2
LASST440000000000003,44,2008,09,8.5
LASST440000000000003,44,2008,10,8.9
LASST440000000000003,44,2008,11,9.3
LASST440000000000003,44,2008,12,9.7
LASST440000000000003,44,2009,01,10.2
LASST440000000000003,44,2009,02,10.6
LASST440000000000003,44,2009,03,10.9
LASST440000000000003,44,2009,04,11.1
LASST440000000000003,44,2009,05,11.2
LASST440000000000003,44,2009,06,11.3
LASST440000000000003,44,2009,07,11.3
LASST440000000000003,44,2009,08,11.3
LASST440000000000003,44,2009,09,11.2
LASST440000000000003,44,2009,10,11.2
LASST440000000000003,44,2009,11,11.2
LASST440000000000003,44,2009,12,11.2
LASST440000000000003,44,2010,01,11.1
LASST440000000000003,44,2010,02,11.1
LASST440000000000003,44,2010,03,11.1
LASST440000000000003,44,2010,04,11.2
LASST440000000000003,44,2010,05,11.2
LASST440000000000003,44,2010,06,11.2
LASST440000000000003,44,2010,07,11.2
LASST440000000000003,44,2010,08,11.2
LASST440000000000003,44,2010,09,11.2
LASST440000000000003,44,2010,10,11.2
LASST440000000000003,44,2010,11,11.2
LASST440000000000003,44,2010,12,11.2
LASST440000000000003,44,2011,01,11.2
LASST440000000000003,44,2011,02,11.1
LASST440000000000003,44,2011,03,11.1
LASST440000000000003,44,2011,04,11.1
LASST440000000000003,44,2011,05,11.1
LASST440000000000003,44,2011,06,11.1
LASST440000000000003,44,2011,07,11.1
LASST440000000000003,44,2011,08,11.1
LASST440000000000003,44,2011,09,11.1
LASST440000000000003,44,2011,10,11.1
LASST440000000000003,44,2011,11,11
LASST440000000000003,44,2011,12,10.9
LASST440000000000003,44,2012,01,10.9
LASST440000000000003,44,2012,02,10.8
LASST440000000000003,44,2012,03,10.7
LASST440000000000003,44,2012,04,10.6
LASST440000000000003,44,2012,05,10.5
LASST440000000000003,44,2012,06,10.4
LASST440000000000003,44,2012,07,10.4
LASST440000000000003,44,2012,08,10.2
LASST440000000000003,44,2012,09,10.1
LASST440000000000003,44,2012,10,10
LASST440000000000003,44,2012,11,9.9
LASST440000000000003,44,2012,12,9.8
LASST440000000000003,44,2013,01,9.7
LASST440000000000003,44,2013,02,9.6
LASST440000000000003,44,2013,03,9.5
LASST440000000000003,44,2013,04,9.4
LASST440000000000003,44,2013,05,9.3
LASST440000000000003,44,2013,06,9.2
LASST440000000000003,44,2013,07,9.1
LASST440000000000003,44,2013,08,9.1
LASST440000000000003,44,2013,09,9
LASST440000000000003,44,2013,10,8.9
LASST440000000000003,44,2013,11,8.8
LASST440000000000003,44,2013,12,8.7
LASST440000000000003,44,2014,01,8.6
LASST440000000000003,44,2014,02,8.4
LASST440000000000003,44,2014,03,8.2
LASST440000000000003,44,2014,04,8.1
LASST440000000000003,44,2014,05,7.9
LASST440000000000003,44,2014,06,7.7
LASST440000000000003,44,2014,07,7.6
LASST440000000000003,44,2014,08,7.4
LASST440000000000003,44,2014,09,7.2
LASST440000000000003,44,2014,10,7
LASST440000000000003,44,2014,11,6.9
LASST440000000000003,44,2014,12,6.8
LASST440000000000003,44,2015,01,6.5
LASST440000000000003,44,2015,02,6.4
LASST440000000000003,44,2015,03,6.3
LASST440000000000003,44,2015,04,6.1
LASST440000000000003,44,2015,05,6
LASST440000000000003,44,2015,06,5.9
LASST440000000000003,44,2015,07,5.8
LASST440000000000003,44,2015,08,5.7
LASST440000000000003,44,2015,09,5.4
LASST450000000000003,45,2006,01,6.6
LASST450000000000003,45,2006,02,6.5
LASST450000000000003,45,2006,03,6.5
LASST450000000000003,45,2006,04,6.5
LASST450000000000003,45,2006,05,6.5
LASST450000000000003,45,2006,06,6.6
LASST450000000000003,45,2006,07,6.5
LASST450000000000003,45,2006,08,6.5
LASST450000000000003,45,2006,09,6.5
LASST450000000000003,45,2006,10,6.4
LASST450000000000003,45,2006,11,6.3
LASST450000000000003,45,2006,12,6.1
LASST450000000000003,45,2007,01,6
LASST450000000000003,45,2007,02,5.8
LASST450000000000003,45,2007,03,5.7
LASST450000000000003,45,2007,04,5.7
LASST450000000000003,45,2007,05,5.6
LASST450000000000003,45,2007,06,5.6
LASST450000000000003,45,2007,07,5.7
LASST450000000000003,45,2007,08,5.7
LASST450000000000003,45,2007,09,5.7
LASST450000000000003,45,2007,10,5.7
LASST450000000000003,45,2007,11,5.7
LASST450000000000003,45,2007,12,5.7
LASST450000000000003,45,2008,01,5.7
LASST450000000000003,45,2008,02,5.7
LASST450000000000003,45,2008,03,5.8
LASST450000000000003,45,2008,04,6
LASST450000000000003,45,2008,05,6.2
LASST450000000000003,45,2008,06,6.6
LASST450000000000003,45,2008,07,6.9
LASST450000000000003,45,2008,08,7.3
LASST450000000000003,45,2008,09,7.7
LASST450000000000003,45,2008,10,8.1
LASST450000000000003,45,2008,11,8.7
LASST450000000000003,45,2008,12,9.3
LASST450000000000003,45,2009,01,10
LASST450000000000003,45,2009,02,10.6
LASST450000000000003,45,2009,03,11.1
LASST450000000000003,45,2009,04,11.4
LASST450000000000003,45,2009,05,11.5
LASST450000000000003,45,2009,06,11.6
LASST450000000000003,45,2009,07,11.6
LASST450000000000003,45,2009,08,11.6
LASST450000000000003,45,2009,09,11.6
LASST450000000000003,45,2009,10,11.6
LASST450000000000003,45,2009,11,11.6
LASST450000000000003,45,2009,12,11.7
LASST450000000000003,45,2010,01,11.7
LASST450000000000003,45,2010,02,11.6
LASST450000000000003,45,2010,03,11.5
LASST450000000000003,45,2010,04,11.3
LASST450000000000003,45,2010,05,11.1
LASST450000000000003,45,2010,06,11
LASST450000000000003,45,2010,07,10.8
LASST450000000000003,45,2010,08,10.8
LASST450000000000003,45,2010,09,10.8
LASST450000000000003,45,2010,10,10.8
LASST450000000000003,45,2010,11,10.7
LASST450000000000003,45,2010,12,10.7
LASST450000000000003,45,2011,01,10.6
LASST450000000000003,45,2011,02,10.6
LASST450000000000003,45,2011,03,10.5
LASST450000000000003,45,2011,04,10.5
LASST450000000000003,45,2011,05,10.5
LASST450000000000003,45,2011,06,10.5
LASST450000000000003,45,2011,07,10.5
LASST450000000000003,45,2011,08,10.5
LASST450000000000003,45,2011,09,10.4
LASST450000000000003,45,2011,10,10.3
LASST450000000000003,45,2011,11,10.1
LASST450000000000003,45,2011,12,9.9
LASST450000000000003,45,2012,01,9.7
LASST450000000000003,45,2012,02,9.5
LASST450000000000003,45,2012,03,9.4
LASST450000000000003,45,2012,04,9.4
LASST450000000000003,45,2012,05,9.3
LASST450000000000003,45,2012,06,9.2
LASST450000000000003,45,2012,07,9.1
LASST450000000000003,45,2012,08,8.9
LASST450000000000003,45,2012,09,8.7
LASST450000000000003,45,2012,10,8.6
LASST450000000000003,45,2012,11,8.5
LASST450000000000003,45,2012,12,8.4
LASST450000000000003,45,2013,01,8.3
LASST450000000000003,45,2013,02,8.2
LASST450000000000003,45,2013,03,8.1
LASST450000000000003,45,2013,04,8
LASST450000000000003,45,2013,05,7.8
LASST450000000000003,45,2013,06,7.6
LASST450000000000003,45,2013,07,7.5
LASST450000000000003,45,2013,08,7.3
LASST450000000000003,45,2013,09,7.1
LASST450000000000003,45,2013,10,6.9
LASST450000000000003,45,2013,11,6.6
LASST450000000000003,45,2013,12,6.4
LASST450000000000003,45,2014,01,6.3
LASST450000000000003,45,2014,02,6.1
LASST450000000000003,45,2014,03,6.1
LASST450000000000003,45,2014,04,6.1
LASST450000000000003,45,2014,05,6.2
LASST450000000000003,45,2014,06,6.3
LASST450000000000003,45,2014,07,6.4
LASST450000000000003,45,2014,08,6.5
LASST450000000000003,45,2014,09,6.6
LASST450000000000003,45,2014,10,6.6
LASST450000000000003,45,2014,11,6.6
LASST450000000000003,45,2014,12,6.6
LASST450000000000003,45,2015,01,6.6
LASST450000000000003,45,2015,02,6.6
LASST450000000000003,45,2015,03,6.7
LASST450000000000003,45,2015,04,6.7
LASST450000000000003,45,2015,05,6.8
LASST450000000000003,45,2015,06,6.6
LASST450000000000003,45,2015,07,6.4
LASST450000000000003,45,2015,08,6
LASST450000000000003,45,2015,09,5.7
LASST460000000000003,46,2006,01,3.2
LASST460000000000003,46,2006,02,3.1
LASST460000000000003,46,2006,03,3
LASST460000000000003,46,2006,04,3
LASST460000000000003,46,2006,05,3
LASST460000000000003,46,2006,06,3.1
LASST460000000000003,46,2006,07,3.1
LASST460000000000003,46,2006,08,3.2
LASST460000000000003,46,2006,09,3.2
LASST460000000000003,46,2006,10,3.2
LASST460000000000003,46,2006,11,3.2
LASST460000000000003,46,2006,12,3.1
LASST460000000000003,46,2007,01,3
LASST460000000000003,46,2007,02,3
LASST460000000000003,46,2007,03,2.9
LASST460000000000003,46,2007,04,2.8
LASST460000000000003,46,2007,05,2.8
LASST460000000000003,46,2007,06,2.8
LASST460000000000003,46,2007,07,2.8
LASST460000000000003,46,2007,08,2.8
LASST460000000000003,46,2007,09,2.8
LASST460000000000003,46,2007,10,2.8
LASST460000000000003,46,2007,11,2.7
LASST460000000000003,46,2007,12,2.7
LASST460000000000003,46,2008,01,2.6
LASST460000000000003,46,2008,02,2.6
LASST460000000000003,46,2008,03,2.6
LASST460000000000003,46,2008,04,2.7
LASST460000000000003,46,2008,05,2.8
LASST460000000000003,46,2008,06,2.9
LASST460000000000003,46,2008,07,3.1
LASST460000000000003,46,2008,08,3.2
LASST460000000000003,46,2008,09,3.4
LASST460000000000003,46,2008,10,3.5
LASST460000000000003,46,2008,11,3.8
LASST460000000000003,46,2008,12,4
LASST460000000000003,46,2009,01,4.3
LASST460000000000003,46,2009,02,4.6
LASST460000000000003,46,2009,03,4.9
LASST460000000000003,46,2009,04,5
LASST460000000000003,46,2009,05,5.1
LASST460000000000003,46,2009,06,5.1
LASST460000000000003,46,2009,07,5
LASST460000000000003,46,2009,08,5
LASST460000000000003,46,2009,09,5
LASST460000000000003,46,2009,10,5
LASST460000000000003,46,2009,11,5.1
LASST460000000000003,46,2009,12,5.1
LASST460000000000003,46,2010,01,5.2
LASST460000000000003,46,2010,02,5.1
LASST460000000000003,46,2010,03,5.1
LASST460000000000003,46,2010,04,5
LASST460000000000003,46,2010,05,4.9
LASST460000000000003,46,2010,06,4.9
LASST460000000000003,46,2010,07,4.9
LASST460000000000003,46,2010,08,4.9
LASST460000000000003,46,2010,09,4.9
LASST460000000000003,46,2010,10,4.9
LASST460000000000003,46,2010,11,4.9
LASST460000000000003,46,2010,12,5
LASST460000000000003,46,2011,01,5
LASST460000000000003,46,2011,02,5
LASST460000000000003,46,2011,03,4.9
LASST460000000000003,46,2011,04,4.9
LASST460000000000003,46,2011,05,4.8
LASST460000000000003,46,2011,06,4.7
LASST460000000000003,46,2011,07,4.6
LASST460000000000003,46,2011,08,4.6
LASST460000000000003,46,2011,09,4.5
LASST460000000000003,46,2011,10,4.5
LASST460000000000003,46,2011,11,4.4
LASST460000000000003,46,2011,12,4.4
LASST460000000000003,46,2012,01,4.3
LASST460000000000003,46,2012,02,4.3
LASST460000000000003,46,2012,03,4.3
LASST460000000000003,46,2012,04,4.3
LASST460000000000003,46,2012,05,4.3
LASST460000000000003,46,2012,06,4.3
LASST460000000000003,46,2012,07,4.3
LASST460000000000003,46,2012,08,4.3
LASST460000000000003,46,2012,09,4.3
LASST460000000000003,46,2012,10,4.2
LASST460000000000003,46,2012,11,4.1
LASST460000000000003,46,2012,12,4
LASST460000000000003,46,2013,01,3.9
LASST460000000000003,46,2013,02,3.9
LASST460000000000003,46,2013,03,3.8
LASST460000000000003,46,2013,04,3.8
LASST460000000000003,46,2013,05,3.8
LASST460000000000003,46,2013,06,3.8
LASST460000000000003,46,2013,07,3.7
LASST460000000000003,46,2013,08,3.7
LASST460000000000003,46,2013,09,3.7
LASST460000000000003,46,2013,10,3.7
LASST460000000000003,46,2013,11,3.6
LASST460000000000003,46,2013,12,3.6
LASST460000000000003,46,2014,01,3.5
LASST460000000000003,46,2014,02,3.5
LASST460000000000003,46,2014,03,3.5
LASST460000000000003,46,2014,04,3.4
LASST460000000000003,46,2014,05,3.4
LASST460000000000003,46,2014,06,3.4
LASST460000000000003,46,2014,07,3.3
LASST460000000000003,46,2014,08,3.3
LASST460000000000003,46,2014,09,3.3
LASST460000000000003,46,2014,10,3.3
LASST460000000000003,46,2014,11,3.3
LASST460000000000003,46,2014,12,3.3
LASST460000000000003,46,2015,01,3.4
LASST460000000000003,46,2015,02,3.4
LASST460000000000003,46,2015,03,3.5
LASST460000000000003,46,2015,04,3.6
LASST460000000000003,46,2015,05,3.8
LASST460000000000003,46,2015,06,3.8
LASST460000000000003,46,2015,07,3.8
LASST460000000000003,46,2015,08,3.7
LASST460000000000003,46,2015,09,3.5
LASST470000000000003,47,2006,01,5.3
LASST470000000000003,47,2006,02,5.3
LASST470000000000003,47,2006,03,5.3
LASST470000000000003,47,2006,04,5.4
LASST470000000000003,47,2006,05,5.4
LASST470000000000003,47,2006,06,5.4
LASST470000000000003,47,2006,07,5.4
LASST470000000000003,47,2006,08,5.3
LASST470000000000003,47,2006,09,5.2
LASST470000000000003,47,2006,10,5
LASST470000000000003,47,2006,11,4.8
LASST470000000000003,47,2006,12,4.7
LASST470000000000003,47,2007,01,4.5
LASST470000000000003,47,2007,02,4.4
LASST470000000000003,47,2007,03,4.3
LASST470000000000003,47,2007,04,4.3
LASST470000000000003,47,2007,05,4.3
LASST470000000000003,47,2007,06,4.4
LASST470000000000003,47,2007,07,4.6
LASST470000000000003,47,2007,08,4.8
LASST470000000000003,47,2007,09,5.1
LASST470000000000003,47,2007,10,5.3
LASST470000000000003,47,2007,11,5.4
LASST470000000000003,47,2007,12,5.5
LASST470000000000003,47,2008,01,5.6
LASST470000000000003,47,2008,02,5.6
LASST470000000000003,47,2008,03,5.8
LASST470000000000003,47,2008,04,6
LASST470000000000003,47,2008,05,6.3
LASST470000000000003,47,2008,06,6.6
LASST470000000000003,47,2008,07,6.8
LASST470000000000003,47,2008,08,7.1
LASST470000000000003,47,2008,09,7.3
LASST470000000000003,47,2008,10,7.6
LASST470000000000003,47,2008,11,8.1
LASST470000000000003,47,2008,12,8.7
LASST470000000000003,47,2009,01,9.3
LASST470000000000003,47,2009,02,10
LASST470000000000003,47,2009,03,10.5
LASST470000000000003,47,2009,04,10.8
LASST470000000000003,47,2009,05,11
LASST470000000000003,47,2009,06,11.1
LASST470000000000003,47,2009,07,11
LASST470000000000003,47,2009,08,10.9
LASST470000000000003,47,2009,09,10.8
LASST470000000000003,47,2009,10,10.7
LASST470000000000003,47,2009,11,10.6
LASST470000000000003,47,2009,12,10.5
LASST470000000000003,47,2010,01,10.4
LASST470000000000003,47,2010,02,10.3
LASST470000000000003,47,2010,03,10.1
LASST470000000000003,47,2010,04,9.8
LASST470000000000003,47,2010,05,9.6
LASST470000000000003,47,2010,06,9.4
LASST470000000000003,47,2010,07,9.2
LASST470000000000003,47,2010,08,9.2
LASST470000000000003,47,2010,09,9.3
LASST470000000000003,47,2010,10,9.4
LASST470000000000003,47,2010,11,9.5
LASST470000000000003,47,2010,12,9.5
LASST470000000000003,47,2011,01,9.4
LASST470000000000003,47,2011,02,9.3
LASST470000000000003,47,2011,03,9.2
LASST470000000000003,47,2011,04,9.1
LASST470000000000003,47,2011,05,9
LASST470000000000003,47,2011,06,9
LASST470000000000003,47,2011,07,8.9
LASST470000000000003,47,2011,08,8.8
LASST470000000000003,47,2011,09,8.7
LASST470000000000003,47,2011,10,8.5
LASST470000000000003,47,2011,11,8.3
LASST470000000000003,47,2011,12,8.1
LASST470000000000003,47,2012,01,7.9
LASST470000000000003,47,2012,02,7.8
LASST470000000000003,47,2012,03,7.8
LASST470000000000003,47,2012,04,7.8
LASST470000000000003,47,2012,05,7.9
LASST470000000000003,47,2012,06,7.9
LASST470000000000003,47,2012,07,7.8
LASST470000000000003,47,2012,08,7.8
LASST470000000000003,47,2012,09,7.7
LASST470000000000003,47,2012,10,7.7
LASST470000000000003,47,2012,11,7.7
LASST470000000000003,47,2012,12,7.8
LASST470000000000003,47,2013,01,7.9
LASST470000000000003,47,2013,02,7.9
LASST470000000000003,47,2013,03,7.9
LASST470000000000003,47,2013,04,7.9
LASST470000000000003,47,2013,05,7.9
LASST470000000000003,47,2013,06,7.8
LASST470000000000003,47,2013,07,7.8
LASST470000000000003,47,2013,08,7.7
LASST470000000000003,47,2013,09,7.5
LASST470000000000003,47,2013,10,7.3
LASST470000000000003,47,2013,11,7.1
LASST470000000000003,47,2013,12,6.9
LASST470000000000003,47,2014,01,6.7
LASST470000000000003,47,2014,02,6.5
LASST470000000000003,47,2014,03,6.4
LASST470000000000003,47,2014,04,6.5
LASST470000000000003,47,2014,05,6.5
LASST470000000000003,47,2014,06,6.6
LASST470000000000003,47,2014,07,6.6
LASST470000000000003,47,2014,08,6.6
LASST470000000000003,47,2014,09,6.6
LASST470000000000003,47,2014,10,6.6
LASST470000000000003,47,2014,11,6.6
LASST470000000000003,47,2014,12,6.6
LASST470000000000003,47,2015,01,6.7
LASST470000000000003,47,2015,02,6.6
LASST470000000000003,47,2015,03,6.3
LASST470000000000003,47,2015,04,6
LASST470000000000003,47,2015,05,5.8
LASST470000000000003,47,2015,06,5.7
LASST470000000000003,47,2015,07,5.7
LASST470000000000003,47,2015,08,5.7
LASST470000000000003,47,2015,09,5.7
LASST480000000000003,48,2006,01,5.2
LASST480000000000003,48,2006,02,5.2
LASST480000000000003,48,2006,03,5.1
LASST480000000000003,48,2006,04,5.1
LASST480000000000003,48,2006,05,5.1
LASST480000000000003,48,2006,06,5
LASST480000000000003,48,2006,07,4.9
LASST480000000000003,48,2006,08,4.8
LASST480000000000003,48,2006,09,4.7
LASST480000000000003,48,2006,10,4.6
LASST480000000000003,48,2006,11,4.5
LASST480000000000003,48,2006,12,4.4
LASST480000000000003,48,2007,01,4.4
LASST480000000000003,48,2007,02,4.3
LASST480000000000003,48,2007,03,4.3
LASST480000000000003,48,2007,04,4.2
LASST480000000000003,48,2007,05,4.2
LASST480000000000003,48,2007,06,4.2
LASST480000000000003,48,2007,07,4.2
LASST480000000000003,48,2007,08,4.3
LASST480000000000003,48,2007,09,4.3
LASST480000000000003,48,2007,10,4.3
LASST480000000000003,48,2007,11,4.3
LASST480000000000003,48,2007,12,4.3
LASST480000000000003,48,2008,01,4.3
LASST480000000000003,48,2008,02,4.3
LASST480000000000003,48,2008,03,4.4
LASST480000000000003,48,2008,04,4.4
LASST480000000000003,48,2008,05,4.5
LASST480000000000003,48,2008,06,4.7
LASST480000000000003,48,2008,07,4.8
LASST480000000000003,48,2008,08,5
LASST480000000000003,48,2008,09,5.1
LASST480000000000003,48,2008,10,5.3
LASST480000000000003,48,2008,11,5.6
LASST480000000000003,48,2008,12,5.8
LASST480000000000003,48,2009,01,6.1
LASST480000000000003,48,2009,02,6.3
LASST480000000000003,48,2009,03,6.5
LASST480000000000003,48,2009,04,6.7
LASST480000000000003,48,2009,05,7.6
LASST480000000000003,48,2009,06,8.1
LASST480000000000003,48,2009,07,8.3
LASST480000000000003,48,2009,08,8.4
LASST480000000000003,48,2009,09,8.4
LASST480000000000003,48,2009,10,8.4
LASST480000000000003,48,2009,11,8.3
LASST480000000000003,48,2009,12,8.3
LASST480000000000003,48,2010,01,8.3
LASST480000000000003,48,2010,02,8.3
LASST480000000000003,48,2010,03,8.3
LASST480000000000003,48,2010,04,8.2
LASST480000000000003,48,2010,05,8.1
LASST480000000000003,48,2010,06,8
LASST480000000000003,48,2010,07,8
LASST480000000000003,48,2010,08,8
LASST480000000000003,48,2010,09,8
LASST480000000000003,48,2010,10,8
LASST480000000000003,48,2010,11,8
LASST480000000000003,48,2010,12,8
LASST480000000000003,48,2011,01,7.9
LASST480000000000003,48,2011,02,7.9
LASST480000000000003,48,2011,03,7.8
LASST480000000000003,48,2011,04,7.8
LASST480000000000003,48,2011,05,7.7
LASST480000000000003,48,2011,06,7.7
LASST480000000000003,48,2011,07,7.7
LASST480000000000003,48,2011,08,7.7
LASST480000000000003,48,2011,09,7.6
LASST480000000000003,48,2011,10,7.5
LASST480000000000003,48,2011,11,7.3
LASST480000000000003,48,2011,12,7.2
LASST480000000000003,48,2012,01,7
LASST480000000000003,48,2012,02,6.9
LASST480000000000003,48,2012,03,6.8
LASST480000000000003,48,2012,04,6.8
LASST480000000000003,48,2012,05,6.7
LASST480000000000003,48,2012,06,6.7
LASST480000000000003,48,2012,07,6.6
LASST480000000000003,48,2012,08,6.5
LASST480000000000003,48,2012,09,6.4
LASST480000000000003,48,2012,10,6.4
LASST480000000000003,48,2012,11,6.3
LASST480000000000003,48,2012,12,6.3
LASST480000000000003,48,2013,01,6.3
LASST480000000000003,48,2013,02,6.3
LASST480000000000003,48,2013,03,6.3
LASST480000000000003,48,2013,04,6.2
LASST480000000000003,48,2013,05,6.2
LASST480000000000003,48,2013,06,6.1
LASST480000000000003,48,2013,07,6
LASST480000000000003,48,2013,08,5.9
LASST480000000000003,48,2013,09,5.9
LASST480000000000003,48,2013,10,5.8
LASST480000000000003,48,2013,11,5.7
LASST480000000000003,48,2013,12,5.6
LASST480000000000003,48,2014,01,5.5
LASST480000000000003,48,2014,02,5.4
LASST480000000000003,48,2014,03,5.3
LASST480000000000003,48,2014,04,5.2
LASST480000000000003,48,2014,05,5.1
LASST480000000000003,48,2014,06,5
LASST480000000000003,48,2014,07,5
LASST480000000000003,48,2014,08,4.9
LASST480000000000003,48,2014,09,4.8
LASST480000000000003,48,2014,10,4.7
LASST480000000000003,48,2014,11,4.6
LASST480000000000003,48,2014,12,4.6
LASST480000000000003,48,2015,01,4.4
LASST480000000000003,48,2015,02,4.3
LASST480000000000003,48,2015,03,4.2
LASST480000000000003,48,2015,04,4.2
LASST480000000000003,48,2015,05,4.3
LASST480000000000003,48,2015,06,4.2
LASST480000000000003,48,2015,07,4.2
LASST480000000000003,48,2015,08,4.1
LASST480000000000003,48,2015,09,4.2
LASST490000000000003,49,2006,01,3.5
LASST490000000000003,49,2006,02,3.3
LASST490000000000003,49,2006,03,3.2
LASST490000000000003,49,2006,04,3.1
LASST490000000000003,49,2006,05,3
LASST490000000000003,49,2006,06,2.9
LASST490000000000003,49,2006,07,2.9
LASST490000000000003,49,2006,08,2.8
LASST490000000000003,49,2006,09,2.7
LASST490000000000003,49,2006,10,2.6
LASST490000000000003,49,2006,11,2.5
LASST490000000000003,49,2006,12,2.4
LASST490000000000003,49,2007,01,2.4
LASST490000000000003,49,2007,02,2.3
LASST490000000000003,49,2007,03,2.3
LASST490000000000003,49,2007,04,2.4
LASST490000000000003,49,2007,05,2.5
LASST490000000000003,49,2007,06,2.5
LASST490000000000003,49,2007,07,2.6
LASST490000000000003,49,2007,08,2.7
LASST490000000000003,49,2007,09,2.8
LASST490000000000003,49,2007,10,2.9
LASST490000000000003,49,2007,11,2.9
LASST490000000000003,49,2007,12,3
LASST490000000000003,49,2008,01,3
LASST490000000000003,49,2008,02,3.1
LASST490000000000003,49,2008,03,3.1
LASST490000000000003,49,2008,04,3.2
LASST490000000000003,49,2008,05,3.3
LASST490000000000003,49,2008,06,3.3
LASST490000000000003,49,2008,07,3.4
LASST490000000000003,49,2008,08,3.6
LASST490000000000003,49,2008,09,3.7
LASST490000000000003,49,2008,10,4
LASST490000000000003,49,2008,11,4.2
LASST490000000000003,49,2008,12,5.5
LASST490000000000003,49,2009,01,6.3
LASST490000000000003,49,2009,02,6.8
LASST490000000000003,49,2009,03,7.2
LASST490000000000003,49,2009,04,7.4
LASST490000000000003,49,2009,05,7.5
LASST490000000000003,49,2009,06,7.6
LASST490000000000003,49,2009,07,7.7
LASST490000000000003,49,2009,08,7.8
LASST490000000000003,49,2009,09,7.8
LASST490000000000003,49,2009,10,7.9
LASST490000000000003,49,2009,11,7.9
LASST490000000000003,49,2009,12,8
LASST490000000000003,49,2010,01,8
LASST490000000000003,49,2010,02,8
LASST490000000000003,49,2010,03,8
LASST490000000000003,49,2010,04,8
LASST490000000000003,49,2010,05,8
LASST490000000000003,49,2010,06,7.9
LASST490000000000003,49,2010,07,7.9
LASST490000000000003,49,2010,08,7.8
LASST490000000000003,49,2010,09,7.8
LASST490000000000003,49,2010,10,7.7
LASST490000000000003,49,2010,11,7.6
LASST490000000000003,49,2010,12,7.5
LASST490000000000003,49,2011,01,7.4
LASST490000000000003,49,2011,02,7.3
LASST490000000000003,49,2011,03,7.2
LASST490000000000003,49,2011,04,7
LASST490000000000003,49,2011,05,6.9
LASST490000000000003,49,2011,06,6.8
LASST490000000000003,49,2011,07,6.6
LASST490000000000003,49,2011,08,6.5
LASST490000000000003,49,2011,09,6.4
LASST490000000000003,49,2011,10,6.2
LASST490000000000003,49,2011,11,6.1
LASST490000000000003,49,2011,12,5.9
LASST490000000000003,49,2012,01,5.8
LASST490000000000003,49,2012,02,5.7
LASST490000000000003,49,2012,03,5.6
LASST490000000000003,49,2012,04,5.6
LASST490000000000003,49,2012,05,5.5
LASST490000000000003,49,2012,06,5.4
LASST490000000000003,49,2012,07,5.3
LASST490000000000003,49,2012,08,5.2
LASST490000000000003,49,2012,09,5.1
LASST490000000000003,49,2012,10,5.1
LASST490000000000003,49,2012,11,5
LASST490000000000003,49,2012,12,4.9
LASST490000000000003,49,2013,01,4.8
LASST490000000000003,49,2013,02,4.7
LASST490000000000003,49,2013,03,4.7
LASST490000000000003,49,2013,04,4.6
LASST490000000000003,49,2013,05,4.5
LASST490000000000003,49,2013,06,4.5
LASST490000000000003,49,2013,07,4.4
LASST490000000000003,49,2013,08,4.4
LASST490000000000003,49,2013,09,4.3
LASST490000000000003,49,2013,10,4.2
